,feature_name,dfx_feature_importance
2,Age,0.011193016061736961
4,Balance,0.007231194337109346
3,Tenure,0.003478538481015441
7,IsActiveMember,0.003085306648172
5,NumOfProducts,0.003037895717971025
1,Gender,0.001925867212699666
8,EstimatedSalary,0.001828109690984953
0,CreditScore,0.0010439945543482781
6,HasCrCard,0.0
