,feature_name,dfx_feature_importance
0,CreditScore,1
2,Age,1
4,Balance,1
5,NumOfProducts,1
6,HasCrCard,1
7,IsActiveMember,1
8,EstimatedSalary,1
1,Gender,-1
3,Tenure,-1
